Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Length,Sequence_Type,Nuc_Completeness,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
KU139558,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,D34_Gato_Marv,Orthohantavirus tulaense,Orthohantavirus,666,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2011-04-06
KU139559,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,09_0972_Marv,Orthohantavirus tulaense,Orthohantavirus,645,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2006-11-15
KU139560,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,09_1000_Marv,Orthohantavirus tulaense,Orthohantavirus,657,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2006-11-15
KU139561,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,09_0928_Marv,Orthohantavirus tulaense,Orthohantavirus,639,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2008-08-15
KU139562,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,09_1917_Marv,Orthohantavirus tulaense,Orthohantavirus,651,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2009-09-24
KU139563,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,09_1939_Marv,Orthohantavirus tulaense,Orthohantavirus,705,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2009-09-25
KU139564,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,08_0534_Marv,Orthohantavirus tulaense,Orthohantavirus,645,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2005-09-21
KU139565,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,08_0538_Marv,Orthohantavirus tulaense,Orthohantavirus,666,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2005-09-20
KU139566,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,08_0350_Marv,Orthohantavirus tulaense,Orthohantavirus,636,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2005-09-20
KU139567,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,08_0352_Marv,Orthohantavirus tulaense,Orthohantavirus,627,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2005-09-21
KU139568,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,08_0356_Marv,Orthohantavirus tulaense,Orthohantavirus,621,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2005-09-21
KU139569,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,08_0362_Marv,Orthohantavirus tulaense,Orthohantavirus,657,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2005-09-21
KU139570,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,08_0545_Marv,Orthohantavirus tulaense,Orthohantavirus,669,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2005-09-15
KU139571,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,12_0492_Magr,Orthohantavirus tulaense,Orthohantavirus,621,GenBank,partial,S,1,Germany,Germany,,Microtus agrestis,lung,2007-09-12
KU139572,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,12_526_Magr,Orthohantavirus tulaense,Orthohantavirus,615,GenBank,partial,S,1,Germany,Germany,,Microtus agrestis,lung,2008-10-09
KU139573,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,10_1533_Marv,Orthohantavirus tulaense,Orthohantavirus,651,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2006-12-01
KU139574,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,12_1068_Marv,Orthohantavirus tulaense,Orthohantavirus,630,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2009-10
KU139575,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,12_1121_Marv,Orthohantavirus tulaense,Orthohantavirus,675,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2009-10-20
KU139576,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,10_0905_Marv,Orthohantavirus tulaense,Orthohantavirus,606,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2009-06-09
KU139577,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,10_0908_Marv,Orthohantavirus tulaense,Orthohantavirus,627,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2009-06-09
KU139578,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,10_0932_Marv,Orthohantavirus tulaense,Orthohantavirus,663,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2009-06-09
KU139579,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,10_1188_Magr,Orthohantavirus tulaense,Orthohantavirus,663,GenBank,partial,S,1,Germany,Germany,,Microtus agrestis,lung,2009-09-25
KU139580,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,S1368_12_Marv,Orthohantavirus tulaense,Orthohantavirus,654,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2012-08-05
KU139581,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,S1449_12_Arv,Orthohantavirus tulaense,Orthohantavirus,672,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2012-08-05
KU139582,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,S1450_12_Marv,Orthohantavirus tulaense,Orthohantavirus,639,GenBank,partial,S,1,Germany,Germany,,Arvicola amphibius,lung,2012-07-25
KU139583,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,S729_13_Marv,Orthohantavirus tulaense,Orthohantavirus,639,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2012-07-15
KU139584,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,S736_13_Marv,Orthohantavirus tulaense,Orthohantavirus,630,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2012-08-03
KU139585,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,S740_13_Marv,Orthohantavirus tulaense,Orthohantavirus,636,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2012-08-07
KU139586,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,S747_13_Marv,Orthohantavirus tulaense,Orthohantavirus,636,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2012-09-11
KU139587,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,S750_13_Marv,Orthohantavirus tulaense,Orthohantavirus,654,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2012-09-11
KU139588,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,S751_13_Marv,Orthohantavirus tulaense,Orthohantavirus,627,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2012-09-24
KU139589,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,S596_13_Marv,Orthohantavirus tulaense,Orthohantavirus,640,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2013-02-01
KU139590,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,08_0205_Magr,Orthohantavirus tulaense,Orthohantavirus,687,GenBank,partial,S,1,Germany,Germany,,Microtus agrestis,lung,2007-06-30
KU139591,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,08_0216_Marv,Orthohantavirus tulaense,Orthohantavirus,663,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2007-08-29
KU139592,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,08_0218_Magr,Orthohantavirus tulaense,Orthohantavirus,633,GenBank,partial,S,1,Germany,Germany,,Microtus agrestis,lung,2007-09-14
KU139593,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,08_0236_Marv,Orthohantavirus tulaense,Orthohantavirus,657,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2007-09-16
KU139594,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,VIII_3_Marv,Orthohantavirus tulaense,Orthohantavirus,699,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2011-08-11
KU139595,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,10_0183_Marv,Orthohantavirus tulaense,Orthohantavirus,657,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2009-10
KU139596,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,10_0185_Marv,Orthohantavirus tulaense,Orthohantavirus,654,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2009-10
KU139597,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,10_0215_Marv,Orthohantavirus tulaense,Orthohantavirus,651,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2009-10
KU139598,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,08_1033_Marv,Orthohantavirus tulaense,Orthohantavirus,651,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,2006-10-15
KU139599,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,08_0260_Marv,Orthohantavirus tulaense,Orthohantavirus,624,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,
KU139600,Orthohantavirus tulaense,"Schmidt,S., Saxenhofer,M., Drewes,S., Schlegel,M., Wanka,K.M., Frank,R., Klimpel,S., von Blanckenhagen,F., Maaz,D., Herden,C., Freise,J., Wolf,R., Stubbe,M., Borkenhagen,P., Ansorge,H., Eccard,J.A., Lang,J., Jourdain,E., Jacob,J., Marianneau,P., Heckel,G., Ulrich,R.G.","Friedrich Loeffler-Institute, Institute of Novel and Emerging Infectious Diseases",Germany,2016-11-28T00:00:00Z,08_0277_Marv,Orthohantavirus tulaense,Orthohantavirus,657,GenBank,partial,S,1,Germany,Germany,,Microtus arvalis,lung,
