Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Length,Sequence_Type,Nuc_Completeness,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
MN123673,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Damania,Guinea,,Mastomys natalensis,blood,2014-03-27
MN123674,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Damania,Guinea,,Mastomys natalensis,blood,2014-03-27
MN123675,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Khoria,Guinea,,Mastomys natalensis,blood,2013-11-24
MN123676,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Khoria,Guinea,,Mastomys natalensis,blood,2013-11-26
MN123677,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Khoria,Guinea,,Mastomys natalensis,blood,2013-11-26
MN123678,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Safrani,Guinea,,Mastomys natalensis,blood,2013-12-03
MN123679,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Silimi,Guinea,,Mastomys natalensis,blood,2013-12-06
MN123680,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Sokourala,Guinea,,Mastomys natalensis,blood,2013-11-08
MN123681,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Sokourala,Guinea,,Mastomys natalensis,blood,2013-11-08
MN123682,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Sokourala,Guinea,,Mastomys natalensis,blood,2013-11-09
MN123683,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Sokourala,Guinea,,Mastomys natalensis,blood,2013-11-09
MN123684,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Sokourala,Guinea,,Mastomys natalensis,blood,2013-11-10
MN123685,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Sokourala,Guinea,,Mastomys natalensis,blood,2014-04-03
MN123686,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Sokourala,Guinea,,Mastomys natalensis,blood,2014-04-03
MN123687,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Sokourala,Guinea,,Mastomys natalensis,blood,2014-04-03
MN123688,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Guinea: Sokourala,Guinea,,Mastomys natalensis,blood,2014-04-04
MN123689,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Sokourala,Guinea,,Mastomys natalensis,blood,2014-04-05
MN123690,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Sonkonia,Guinea,,Mastomys natalensis,blood,2014-04-08
MN123691,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Sonkonia,Guinea,,Mastomys natalensis,blood,2014-04-09
MN123692,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Yarawalia,Guinea,,Mastomys natalensis,blood,2013-11-20
MN123693,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Yarawalia,Guinea,,Mastomys natalensis,blood,2013-11-20
MN123694,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Yarawalia,Guinea,,Mastomys natalensis,blood,2013-11-21
MN123695,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Yarawalia,Guinea,,Mastomys natalensis,blood,2013-11-21
MN123696,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,888,GenBank,partial,,1,Guinea: Yarawalia,Guinea,,Mastomys natalensis,blood,2013-11-21
MN123697,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,709,GenBank,partial,,1,Nigeria: Eguare-Egoro,Nigeria,,Mastomys natalensis,blood,2011-03-23
MN123698,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,705,GenBank,partial,,1,Nigeria: Eguare-Egoro,Nigeria,,Mastomys natalensis,blood,2011-10-17
MN123699,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,705,GenBank,partial,,1,Nigeria: Eguare-Egoro,Nigeria,,Mastomys natalensis,blood,2011-10-19
MN123700,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,702,GenBank,partial,,1,Nigeria: Eguare-Egoro,Nigeria,,Mastomys natalensis,blood,2011-03-22
MN123701,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,709,GenBank,partial,,1,Nigeria: Ekpoma,Nigeria,,Mastomys natalensis,blood,2012-03-26
MN123702,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,709,GenBank,partial,,1,Nigeria: Ekpoma,Nigeria,,Mastomys natalensis,blood,2012-10-18
MN123703,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,707,GenBank,partial,,1,Nigeria: Ekpoma,Nigeria,,Mastomys natalensis,blood,2012-10-18
MN123704,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,709,GenBank,partial,,1,Nigeria: Ekpoma,Nigeria,,Mastomys natalensis,blood,2012-10-18
MN123705,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,709,GenBank,partial,,1,Nigeria: Ekpoma,Nigeria,,Mastomys natalensis,blood,2012-10-18
MN123706,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,709,GenBank,partial,,1,Nigeria: Ekpoma,Nigeria,,Mastomys natalensis,blood,2012-10-18
MN123707,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,709,GenBank,partial,,1,Nigeria: Ekpoma,Nigeria,,Mastomys natalensis,blood,2012-10-18
MN123708,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,709,GenBank,partial,,1,Nigeria: Ekpoma,Nigeria,,Mastomys natalensis,blood,2012-10-18
MN123709,Mammarenavirus lassaense,"Olayemi,A., Adesina,A.S., Strecker,T., Magassouba,N., Fichet-Calvet,E., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2020-02-19T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,709,GenBank,partial,,1,Nigeria: Ekpoma,Nigeria,,Mastomys natalensis,blood,2012-10-21
MK935152,Kitale virus,"Onyuok,S.O., Hu,B., Li,B., Fan,Y., Kering,K., Ochola,G.O., Zheng,X.S., Obanda,V., Ommeh,S., Yang,X.L., Agwanda,B., Shi,Z.L., Onyuok,S., Ochola,G., Zheng,X., Yang,X., Shi,Z.","Wuhan Institute of Virology (WIV), Chinese Academy of Sciences, Key Laboratory of Special Pathogens and Biosafety",China,2020-01-07T00:00:00Z,,Kitale mammarenavirus,Mammarenavirus,7284,GenBank,partial,L,1,Kenya,Kenya,,Grammomys macmillani,,2016-08
MK935153,Kitale virus,"Onyuok,S.O., Hu,B., Li,B., Fan,Y., Kering,K., Ochola,G.O., Zheng,X.S., Obanda,V., Ommeh,S., Yang,X.L., Agwanda,B., Shi,Z.L., Onyuok,S., Ochola,G., Zheng,X., Yang,X., Shi,Z.","Wuhan Institute of Virology (WIV), Chinese Academy of Sciences, Key Laboratory of Special Pathogens and Biosafety",China,2020-01-07T00:00:00Z,,Kitale mammarenavirus,Mammarenavirus,3369,GenBank,partial,S,1,Kenya,Kenya,,Grammomys macmillani,,2016-08
MF685325,Mammarenavirus whitewaterense,"Cajimat,M.N.B., Milazzo,M.L., Bradley,R.D., Fulhorst,C.F.","University of Texas Medical Branch - Galveston, Pathology",USA,2019-12-31T00:00:00Z,,Mammarenavirus whitewaterense,Mammarenavirus,568,GenBank,partial,,,USA:Oklahoma,USA,OK,Neotoma leucodon,,2009-08-08
MF685326,Mammarenavirus whitewaterense,"Cajimat,M.N.B., Milazzo,M.L., Bradley,R.D., Fulhorst,C.F.","University of Texas Medical Branch - Galveston, Pathology",USA,2019-12-31T00:00:00Z,,Mammarenavirus whitewaterense,Mammarenavirus,539,GenBank,partial,,,USA:Oklahoma,USA,OK,Neotoma leucodon,,2012-07-25
MF685327,Mammarenavirus whitewaterense,"Cajimat,M.N.B., Milazzo,M.L., Bradley,R.D., Fulhorst,C.F.","University of Texas Medical Branch - Galveston, Pathology",USA,2019-12-31T00:00:00Z,,Mammarenavirus whitewaterense,Mammarenavirus,544,GenBank,partial,,,USA:Oklahoma,USA,OK,Neotoma leucodon,,2012
MF685328,Mammarenavirus whitewaterense,"Cajimat,M.N.B., Milazzo,M.L., Bradley,R.D., Fulhorst,C.F.","University of Texas Medical Branch - Galveston, Pathology",USA,2019-12-31T00:00:00Z,,Mammarenavirus whitewaterense,Mammarenavirus,537,GenBank,partial,,,USA:Oklahoma,USA,OK,Neotoma leucodon,,2014-07-28
MF685329,Mammarenavirus whitewaterense,"Cajimat,M.N.B., Milazzo,M.L., Bradley,R.D., Fulhorst,C.F.","University of Texas Medical Branch - Galveston, Pathology",USA,2019-12-31T00:00:00Z,,Mammarenavirus whitewaterense,Mammarenavirus,539,GenBank,partial,,,USA:Oklahoma,USA,OK,Neotoma leucodon,,2014-07-28
MF685330,Mammarenavirus whitewaterense,"Cajimat,M.N.B., Milazzo,M.L., Bradley,R.D., Fulhorst,C.F.","University of Texas Medical Branch - Galveston, Pathology",USA,2019-12-31T00:00:00Z,,Mammarenavirus whitewaterense,Mammarenavirus,539,GenBank,partial,,,USA:Oklahoma,USA,OK,Neotoma leucodon,,2014-07-28
MG637224,Mammarenavirus lunaense,"Witkowski,P.T., Mbangu,A., Richter,E., Auste,B., Mfune,J.K.E., Kruger,D.H., Klempa,B.","Charite Medical School, Institute of Virology",Germany,2019-12-31T00:00:00Z,,Mammarenavirus lunaense,Mammarenavirus,342,GenBank,partial,L,,Namibia,Namibia,,Mastomys natalensis,,
MG637225,Mammarenavirus lunaense,"Witkowski,P.T., Mbangu,A., Richter,E., Auste,B., Mfune,J.K.E., Kruger,D.H., Klempa,B.","Charite Medical School, Institute of Virology",Germany,2019-12-31T00:00:00Z,,Mammarenavirus lunaense,Mammarenavirus,342,GenBank,partial,L,,Namibia,Namibia,,Mastomys natalensis,,
MG637226,Mammarenavirus lunaense,"Witkowski,P.T., Mbangu,A., Richter,E., Auste,B., Mfune,J.K.E., Kruger,D.H., Klempa,B.","Charite Medical School, Institute of Virology",Germany,2019-12-31T00:00:00Z,,Mammarenavirus lunaense,Mammarenavirus,342,GenBank,partial,L,,Namibia,Namibia,,Mastomys natalensis,,
MG637227,Mammarenavirus lunaense,"Witkowski,P.T., Mbangu,A., Richter,E., Auste,B., Mfune,J.K.E., Kruger,D.H., Klempa,B.","Charite Medical School, Institute of Virology",Germany,2019-12-31T00:00:00Z,,Mammarenavirus lunaense,Mammarenavirus,342,GenBank,partial,L,,Namibia,Namibia,,Mastomys natalensis,,
MG637228,Mammarenavirus lunaense,"Witkowski,P.T., Mbangu,A., Richter,E., Auste,B., Mfune,J.K.E., Kruger,D.H., Klempa,B.","Charite Medical School, Institute of Virology",Germany,2019-12-31T00:00:00Z,,Mammarenavirus lunaense,Mammarenavirus,342,GenBank,partial,L,,Namibia,Namibia,,Mastomys natalensis,,
MG637229,Mammarenavirus lunaense,"Witkowski,P.T., Mbangu,A., Richter,E., Auste,B., Mfune,J.K.E., Kruger,D.H., Klempa,B.","Charite Medical School, Institute of Virology",Germany,2019-12-31T00:00:00Z,,Mammarenavirus lunaense,Mammarenavirus,342,GenBank,partial,L,,Namibia,Namibia,,Mastomys natalensis,,
MG637230,Mammarenavirus lunaense,"Witkowski,P.T., Mbangu,A., Richter,E., Auste,B., Mfune,J.K.E., Kruger,D.H., Klempa,B.","Charite Medical School, Institute of Virology",Germany,2019-12-31T00:00:00Z,,Mammarenavirus lunaense,Mammarenavirus,342,GenBank,partial,L,,Namibia,Namibia,,,,
MG637231,Mammarenavirus lunaense,"Witkowski,P.T., Mbangu,A., Richter,E., Auste,B., Mfune,J.K.E., Kruger,D.H., Klempa,B.","Charite Medical School, Institute of Virology",Germany,2019-12-31T00:00:00Z,,Mammarenavirus lunaense,Mammarenavirus,342,GenBank,partial,L,,Namibia,Namibia,,,,
MG637232,Mammarenavirus okahandjaense,"Witkowski,P.T., Mbangu,A., Richter,E., Auste,B., Mfune,J.K.E., Kruger,D.H., Klempa,B.","Charite Medical School, Institute of Virology",Germany,2019-12-31T00:00:00Z,,Mammarenavirus okahandjaense,Mammarenavirus,342,GenBank,partial,L,,Namibia,Namibia,,Micaelamys namaquensis,,
MG637233,Mammarenavirus okahandjaense,"Witkowski,P.T., Mbangu,A., Richter,E., Auste,B., Mfune,J.K.E., Kruger,D.H., Klempa,B.","Charite Medical School, Institute of Virology",Germany,2019-12-31T00:00:00Z,,Mammarenavirus okahandjaense,Mammarenavirus,342,GenBank,partial,L,,Namibia,Namibia,,Micaelamys namaquensis,,
MG637234,Mammarenavirus lunaense,"Witkowski,P.T., Mbangu,A., Richter,E., Auste,B., Mfune,J.K.E., Kruger,D.H., Klempa,B.","Charite Medical School, Institute of Virology",Germany,2019-12-31T00:00:00Z,,Mammarenavirus lunaense,Mammarenavirus,3378,GenBank,partial,S,,Namibia,Namibia,,Mastomys natalensis,lung,
MG637235,Mammarenavirus lunaense,"Witkowski,P.T., Mbangu,A., Richter,E., Auste,B., Mfune,J.K.E., Kruger,D.H., Klempa,B.","Charite Medical School, Institute of Virology",Germany,2019-12-31T00:00:00Z,,Mammarenavirus lunaense,Mammarenavirus,7249,GenBank,partial,L,,Namibia,Namibia,,Mastomys natalensis,lung,
LC413283,Mammarenavirus choriomeningitidis,"Taniguchi,S., Yoshikawa,T., Shimojima,M., Fukushi,S., Kurosu,T., Tani,H., Fukuma,A., Kato,F., Nakayama,E., Maeki,T., Tajima,S., Lim,C.-K., Ebihara,H., Kyuwa,S., Morikawa,S., Saijo,M.","JAPAN, Department of Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640",Japan,2019-12-27T00:00:00Z,,Mammarenavirus choriomeningitidis,Mammarenavirus,3375,GenBank,complete,S,,,,,,,
LC413284,Mammarenavirus choriomeningitidis,"Taniguchi,S., Yoshikawa,T., Shimojima,M., Fukushi,S., Kurosu,T., Tani,H., Fukuma,A., Kato,F., Nakayama,E., Maeki,T., Tajima,S., Lim,C.-K., Ebihara,H., Kyuwa,S., Morikawa,S., Saijo,M.","JAPAN, Department of Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640",Japan,2019-12-27T00:00:00Z,,Mammarenavirus choriomeningitidis,Mammarenavirus,7231,GenBank,complete,L,,,,,,,
MK192269,Mammarenavirus wenzhouense,"Wang,J., Yang,X., Wang,L., Shi,Z., Zhang,Y.","Dali University, School of Public Health",China,2019-11-30T00:00:00Z,WENV/Rn2017LX17,Mammarenavirus wenzhouense,Mammarenavirus,564,GenBank,partial,,,China,China,,Rattus norvegicus,,2017
MK192270,Mammarenavirus wenzhouense,"Wang,J., Yang,X., Wang,L., Shi,Z., Zhang,Y.","Dali University, School of Public Health",China,2019-11-30T00:00:00Z,WENV/Rn2017LX18,Mammarenavirus wenzhouense,Mammarenavirus,567,GenBank,partial,,,China,China,,Rattus norvegicus,,2017
MK192271,Mammarenavirus wenzhouense,"Wang,J., Yang,X., Wang,L., Shi,Z., Zhang,Y.","Dali University, School of Public Health",China,2019-11-30T00:00:00Z,WENV/Rn2017LX26,Mammarenavirus wenzhouense,Mammarenavirus,567,GenBank,partial,,,China,China,,Rattus norvegicus,,2017
MK192272,Mammarenavirus wenzhouense,"Wang,J., Yang,X., Wang,L., Shi,Z., Zhang,Y.","Dali University, School of Public Health",China,2019-11-30T00:00:00Z,WENV/Rn2017LX35,Mammarenavirus wenzhouense,Mammarenavirus,573,GenBank,partial,,,China,China,,Rattus norvegicus,,2017
MK192273,Mammarenavirus wenzhouense,"Wang,J., Yang,X., Wang,L., Shi,Z., Zhang,Y.","Dali University, School of Public Health",China,2019-11-30T00:00:00Z,WENV/Rn2017LX37,Mammarenavirus wenzhouense,Mammarenavirus,564,GenBank,partial,,,China,China,,Rattus norvegicus,,2017
MK192274,Mammarenavirus wenzhouense,"Wang,J., Yang,X., Wang,L., Shi,Z., Zhang,Y.","Dali University, School of Public Health",China,2019-11-30T00:00:00Z,WENV/Rn2017LX38,Mammarenavirus wenzhouense,Mammarenavirus,570,GenBank,partial,,,China,China,,Rattus norvegicus,,2017
MK192275,Mammarenavirus wenzhouense,"Wang,J., Yang,X., Wang,L., Shi,Z., Zhang,Y.","Dali University, School of Public Health",China,2019-11-30T00:00:00Z,WENV/Rn2017LX39,Mammarenavirus wenzhouense,Mammarenavirus,576,GenBank,partial,,,China,China,,Rattus norvegicus,,2017
MK192276,Mammarenavirus wenzhouense,"Wang,J., Yang,X., Wang,L., Shi,Z., Zhang,Y.","Dali University, School of Public Health",China,2019-11-30T00:00:00Z,WENV/Rn2017LX40,Mammarenavirus wenzhouense,Mammarenavirus,573,GenBank,partial,,,China,China,,Rattus norvegicus,,2017
MK192277,Mammarenavirus wenzhouense,"Wang,J., Yang,X., Wang,L., Shi,Z., Zhang,Y.","Dali University, School of Public Health",China,2019-11-30T00:00:00Z,WENV/Rn2017LX74,Mammarenavirus wenzhouense,Mammarenavirus,567,GenBank,partial,,,China,China,,Rattus norvegicus,,2017
MK192278,Mammarenavirus wenzhouense,"Wang,J., Yang,X., Wang,L., Shi,Z., Zhang,Y.","Dali University, School of Public Health",China,2019-11-30T00:00:00Z,WENV/Rn2017LX76,Mammarenavirus wenzhouense,Mammarenavirus,564,GenBank,partial,,,China,China,,Rattus norvegicus,,2017
MK192279,Mammarenavirus wenzhouense,"Wang,J., Yang,X., Wang,L., Shi,Z., Zhang,Y.","Dali University, School of Public Health",China,2019-11-30T00:00:00Z,WENV/Rn2017LX84,Mammarenavirus wenzhouense,Mammarenavirus,573,GenBank,partial,,,China,China,,Rattus norvegicus,,2017
MK192280,Mammarenavirus wenzhouense,"Wang,J., Yang,X., Wang,L., Shi,Z., Zhang,Y.","Dali University, School of Public Health",China,2019-11-30T00:00:00Z,WENV/Rn2017LX85,Mammarenavirus wenzhouense,Mammarenavirus,564,GenBank,partial,,,China,China,,Rattus norvegicus,,2017
MK192281,Mammarenavirus wenzhouense,"Wang,J., Yang,X., Wang,L., Shi,Z., Zhang,Y.","Dali University, School of Public Health",China,2019-11-30T00:00:00Z,WENV/Rn2017LX129,Mammarenavirus wenzhouense,Mammarenavirus,576,GenBank,partial,,,China,China,,Rattus norvegicus,,2017
MK192282,Mammarenavirus wenzhouense,"Wang,J., Yang,X., Wang,L., Shi,Z., Zhang,Y.","Dali University, School of Public Health",China,2019-11-30T00:00:00Z,WENV/Rn2017LX133,Mammarenavirus wenzhouense,Mammarenavirus,576,GenBank,partial,,,China,China,,Rattus norvegicus,,2017
MK192283,Mammarenavirus wenzhouense,"Wang,J., Yang,X., Wang,L., Shi,Z., Zhang,Y.","Dali University, School of Public Health",China,2019-11-30T00:00:00Z,WENV/Rn2017LX134,Mammarenavirus wenzhouense,Mammarenavirus,570,GenBank,partial,,,China,China,,Rattus norvegicus,,2017
MK192284,Mammarenavirus wenzhouense,"Wang,J., Yang,X., Wang,L., Shi,Z., Zhang,Y.","Dali University, School of Public Health",China,2019-11-30T00:00:00Z,WENV/Rn2017LX143,Mammarenavirus wenzhouense,Mammarenavirus,576,GenBank,partial,,,China,China,,Rattus norvegicus,,2017
MK192285,Mammarenavirus wenzhouense,"Wang,J., Yang,X., Wang,L., Shi,Z., Zhang,Y.","Dali University, School of Public Health",China,2019-11-30T00:00:00Z,WENV/Rn2017YM26,Mammarenavirus wenzhouense,Mammarenavirus,570,GenBank,partial,,,China,China,,Rattus norvegicus,,2017
