pathogen_record_id,associated_rodent_record_id,study_id,host_genus,associatedTaxa,locality,country,coordinate_resolution,decimalLatitude,decimalLongitude,taxonRank,family,scientificName,identificationRemarks,occurrenceRemarks,number_negative,organismQuantity,number_inconclusive,note
17835,10752,56,Heliophobius,Heliophobius argenteocinereus,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17836,10753,56,Hylomyscus,Hylomyscus arcimontensis,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17837,10754,56,Lemniscomys,Lemniscomys rosalia,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17838,10755,56,Lemniscomys,Lemniscomys striatus,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,7,7,0,NA,NA
17839,10756,56,Lemniscomys,Lemniscomys zebra,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17840,10757,56,Lemniscomys,Lemniscomys sp.,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17841,10758,56,Lophuromys,Lophuromys kilonzoi,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17842,10759,56,Lophuromys,Lophuromys machangui,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17843,10760,56,Lophuromys,Lophuromys makundii,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17844,10761,56,Mastomys,Mastomys erythroleucus,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17845,10762,56,Montemys,Montemys delectorum,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17846,10763,56,Mus,Mus minutoides,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17847,10764,56,Mus,Mus musculus,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17848,10765,56,Mus,Mus triton,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17849,10766,56,Ochromyscus,Ochromyscus niveiventris,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17850,10767,56,Otomys,Otomys angoniensis,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17851,10768,56,Otomys,Otomys sp.,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17852,10769,56,Pelomys,Pelomys fallax,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17853,10770,56,Rattus,Rattus rattus,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17854,10771,56,Rhabdomys,Rhabdomys dilectus,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17855,10772,56,Saccostomus,Saccostomus campestris,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17856,10773,56,Saccostomus,Saccostomus umbriventer,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17857,10774,56,Serengetimys,Serengetimys pernanus,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17858,10775,56,Steatomys,Steatomys sp.,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17859,10776,56,Zelotomys,Zelotomys hildegardeae,Isale,Tanzania,NA,-7.63,31.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17860,10777,56,Acomys,Acomys percivali,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17861,10778,56,Acomys,Acomys muzei,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,2,2,0,NA,NA
17862,10779,56,Acomys,Acomys ngurui,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17863,10780,56,Acomys,Acomys wilsoni,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17864,10781,56,Acomys,Acomys sp.,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17865,10782,56,Aethomys,Aethomys chrysophilus,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17866,10783,56,Aethomys,Aethomys kaiseri,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17867,10784,56,Aethomys,Aethomys silindensis,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17868,10785,56,Aethomys,Aethomys sp.,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17869,10786,56,Arvincanthis,Arvincanthis neumanni,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17870,10787,56,Beamys,Beamys hindei,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17871,10788,56,Crocidura,Crocidura bloyeti,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17872,10789,56,Crocidura,Crocidura hirta,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17873,10790,56,Crocidura,Crocidura montis,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17874,10791,56,Crocidura,Crocidura olivieri,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17875,10792,56,Crocidura,Crocidura turba,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17876,10793,56,Crocidura,Crocidura sp.,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17877,10794,56,Dasymys,Dasymys incomtus,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17878,10795,56,Dendromus,Dendromus nyasae,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17879,10796,56,Gerbilliscus,Gerbilliscus boehmi,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17880,10797,56,Gerbilliscus,Gerbilliscus taborae,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17881,10798,56,Gerbilliscus,Gerbilliscus leucogaster,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17882,10799,56,Gerbilliscus,Gerbilliscus taborae,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17883,10800,56,Gerbilliscus,Gerbilliscus vicinus,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17884,10801,56,Gerbilliscus,Gerbilliscus sp.,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17885,10802,56,Gerbillus,Gerbillus pusillus,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17886,10803,56,Grammomys,Grammomys macmillani,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17887,10804,56,Grammomys,Grammomys surdaster,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17888,10805,56,Grammomys,Grammomys sp.,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17889,10806,56,Graphiurus,Graphiurus sp.,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17890,10807,56,Heliophobius,Heliophobius argenteocinereus,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17891,10808,56,Hylomyscus,Hylomyscus arcimontensis,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17892,10809,56,Lemniscomys,Lemniscomys rosalia,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17893,10810,56,Lemniscomys,Lemniscomys striatus,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,2,2,0,NA,NA
17894,10811,56,Lemniscomys,Lemniscomys zebra,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17895,10812,56,Lemniscomys,Lemniscomys sp.,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17896,10813,56,Lophuromys,Lophuromys kilonzoi,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17897,10814,56,Lophuromys,Lophuromys machangui,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17898,10815,56,Lophuromys,Lophuromys makundii,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17899,10816,56,Mastomys,Mastomys erythroleucus,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17900,10817,56,Montemys,Montemys delectorum,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17901,10818,56,Mus,Mus minutoides,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17902,10819,56,Mus,Mus musculus,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17903,10820,56,Mus,Mus triton,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17904,10821,56,Ochromyscus,Ochromyscus niveiventris,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17905,10822,56,Otomys,Otomys angoniensis,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17906,10823,56,Otomys,Otomys sp.,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17907,10824,56,Pelomys,Pelomys fallax,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17908,10825,56,Rattus,Rattus rattus,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17909,10826,56,Rhabdomys,Rhabdomys dilectus,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17910,10827,56,Saccostomus,Saccostomus campestris,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,2,2,0,NA,NA
17911,10828,56,Saccostomus,Saccostomus umbriventer,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17912,10829,56,Serengetimys,Serengetimys pernanus,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17913,10830,56,Steatomys,Steatomys sp.,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17914,10831,56,Zelotomys,Zelotomys hildegardeae,Itete,Tanzania,NA,-9.34,33.88,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17915,10832,56,Acomys,Acomys percivali,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17916,10833,56,Acomys,Acomys muzei,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17917,10834,56,Acomys,Acomys ngurui,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17918,10835,56,Acomys,Acomys wilsoni,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17919,10836,56,Acomys,Acomys sp.,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17920,10837,56,Aethomys,Aethomys chrysophilus,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17921,10838,56,Aethomys,Aethomys kaiseri,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17922,10839,56,Aethomys,Aethomys silindensis,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17923,10840,56,Aethomys,Aethomys sp.,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17924,10841,56,Arvincanthis,Arvincanthis neumanni,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17925,10842,56,Beamys,Beamys hindei,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17926,10843,56,Crocidura,Crocidura bloyeti,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17927,10844,56,Crocidura,Crocidura hirta,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17928,10845,56,Crocidura,Crocidura montis,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17929,10846,56,Crocidura,Crocidura olivieri,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17930,10847,56,Crocidura,Crocidura turba,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17931,10848,56,Crocidura,Crocidura sp.,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17932,10849,56,Dasymys,Dasymys incomtus,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17933,10850,56,Dendromus,Dendromus nyasae,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17934,10851,56,Gerbilliscus,Gerbilliscus boehmi,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17935,10852,56,Gerbilliscus,Gerbilliscus taborae,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17936,10853,56,Gerbilliscus,Gerbilliscus leucogaster,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17937,10854,56,Gerbilliscus,Gerbilliscus taborae,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17938,10855,56,Gerbilliscus,Gerbilliscus vicinus,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17939,10856,56,Gerbilliscus,Gerbilliscus sp.,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17940,10857,56,Gerbillus,Gerbillus pusillus,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17941,10858,56,Grammomys,Grammomys macmillani,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17942,10859,56,Grammomys,Grammomys surdaster,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17943,10860,56,Grammomys,Grammomys sp.,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17944,10861,56,Graphiurus,Graphiurus sp.,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17945,10862,56,Heliophobius,Heliophobius argenteocinereus,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17946,10863,56,Hylomyscus,Hylomyscus arcimontensis,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17947,10864,56,Lemniscomys,Lemniscomys rosalia,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17948,10865,56,Lemniscomys,Lemniscomys striatus,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17949,10866,56,Lemniscomys,Lemniscomys zebra,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17950,10867,56,Lemniscomys,Lemniscomys sp.,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17951,10868,56,Lophuromys,Lophuromys kilonzoi,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17952,10869,56,Lophuromys,Lophuromys machangui,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17953,10870,56,Lophuromys,Lophuromys makundii,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17954,10871,56,Mastomys,Mastomys erythroleucus,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17955,10872,56,Montemys,Montemys delectorum,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17956,10873,56,Mus,Mus minutoides,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,1,1,0,NA,NA
17957,10874,56,Mus,Mus musculus,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17958,10875,56,Mus,Mus triton,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17959,10876,56,Ochromyscus,Ochromyscus niveiventris,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17960,10877,56,Otomys,Otomys angoniensis,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17961,10878,56,Otomys,Otomys sp.,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17962,10879,56,Pelomys,Pelomys fallax,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17963,10880,56,Rattus,Rattus rattus,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17964,10881,56,Rhabdomys,Rhabdomys dilectus,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17965,10882,56,Saccostomus,Saccostomus campestris,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17966,10883,56,Saccostomus,Saccostomus umbriventer,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17967,10884,56,Serengetimys,Serengetimys pernanus,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17968,10885,56,Steatomys,Steatomys sp.,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17969,10886,56,Zelotomys,Zelotomys hildegardeae,Itundu,Tanzania,NA,-9.77,34.53,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17970,10887,56,Acomys,Acomys percivali,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17971,10888,56,Acomys,Acomys muzei,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17972,10889,56,Acomys,Acomys ngurui,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17973,10890,56,Acomys,Acomys wilsoni,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17974,10891,56,Acomys,Acomys sp.,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17975,10892,56,Aethomys,Aethomys chrysophilus,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17976,10893,56,Aethomys,Aethomys kaiseri,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17977,10894,56,Aethomys,Aethomys silindensis,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17978,10895,56,Aethomys,Aethomys sp.,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17979,10896,56,Arvincanthis,Arvincanthis neumanni,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17980,10897,56,Beamys,Beamys hindei,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17981,10898,56,Crocidura,Crocidura bloyeti,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17982,10899,56,Crocidura,Crocidura hirta,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17983,10900,56,Crocidura,Crocidura montis,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17984,10901,56,Crocidura,Crocidura olivieri,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17985,10902,56,Crocidura,Crocidura turba,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17986,10903,56,Crocidura,Crocidura sp.,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17987,10904,56,Dasymys,Dasymys incomtus,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17988,10905,56,Dendromus,Dendromus nyasae,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17989,10906,56,Gerbilliscus,Gerbilliscus boehmi,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17990,10907,56,Gerbilliscus,Gerbilliscus taborae,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17991,10908,56,Gerbilliscus,Gerbilliscus leucogaster,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17992,10909,56,Gerbilliscus,Gerbilliscus taborae,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17993,10910,56,Gerbilliscus,Gerbilliscus vicinus,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17994,10911,56,Gerbilliscus,Gerbilliscus sp.,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17995,10912,56,Gerbillus,Gerbillus pusillus,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17996,10913,56,Grammomys,Grammomys macmillani,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17997,10914,56,Grammomys,Grammomys surdaster,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17998,10915,56,Grammomys,Grammomys sp.,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
17999,10916,56,Graphiurus,Graphiurus sp.,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18000,10917,56,Heliophobius,Heliophobius argenteocinereus,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18001,10918,56,Hylomyscus,Hylomyscus arcimontensis,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18002,10919,56,Lemniscomys,Lemniscomys rosalia,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18003,10920,56,Lemniscomys,Lemniscomys striatus,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18004,10921,56,Lemniscomys,Lemniscomys zebra,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18005,10922,56,Lemniscomys,Lemniscomys sp.,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18006,10923,56,Lophuromys,Lophuromys kilonzoi,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18007,10924,56,Lophuromys,Lophuromys machangui,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18008,10925,56,Lophuromys,Lophuromys makundii,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18009,10926,56,Mastomys,Mastomys erythroleucus,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18010,10927,56,Montemys,Montemys delectorum,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18011,10928,56,Mus,Mus minutoides,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18012,10929,56,Mus,Mus musculus,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18013,10930,56,Mus,Mus triton,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,1,1,0,NA,NA
18014,10931,56,Ochromyscus,Ochromyscus niveiventris,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
